f,f_id,hours,hum,tem
2018-02-24 10:00:00,34805,10,39.9,25.2
2018-02-24 11:00:00,34804,11,47.5,23.0
2018-02-24 12:00:00,34761,6,80.6,16.9
2018-02-24 13:00:00,34803,12,53.7,21.2
2018-02-24 14:00:00,34862,1,57.6,20.1
2018-02-24 15:00:00,34861,2,62.0,19.1
2018-02-24 16:00:00,34860,3,65.8,18.2
2018-02-24 17:00:00,34760,7,82.1,16.4
2018-02-24 18:00:00,34759,8,84.5,15.9
2018-02-24 19:00:00,34758,9,86.2,15.5
2018-02-24 20:00:00,34757,10,88.0,15.3
2018-02-24 21:00:00,34756,11,86.1,16.1
2018-02-24 22:00:00,34755,12,67.1,19.9
2018-02-24 23:00:00,34814,1,60.4,21.3
2018-02-25 00:00:00,34859,4,69.2,17.6
2018-02-25 01:00:00,34858,5,71.8,17.0
2018-02-25 02:00:00,34909,2,46.8,23.0
2018-02-25 03:00:00,34908,3,41.5,24.6
2018-02-25 04:00:00,34907,4,38.6,25.9
2018-02-25 05:00:00,34906,5,34.9,27.0
2018-02-25 06:00:00,34905,6,35.7,27.6
2018-02-25 07:00:00,34904,7,34.9,27.8
2018-02-25 08:00:00,34903,8,33.8,27.7
2018-02-25 09:00:00,34902,9,35.2,26.7
2018-02-25 10:00:00,34901,10,41.0,24.7
2018-02-25 11:00:00,34900,11,48.8,22.5
2018-02-25 12:00:00,34857,6,74.8,16.4
2018-02-25 13:00:00,34899,12,55.3,20.8
2018-02-25 14:00:00,34958,1,56.3,20.1
2018-02-25 15:00:00,34957,2,60.7,19.0
2018-02-25 16:00:00,34956,3,64.8,18.0
2018-02-25 17:00:00,34856,7,77.0,16.0
2018-02-25 18:00:00,34855,8,79.7,15.6
2018-02-25 19:00:00,34854,9,81.6,15.2
2018-02-25 20:00:00,34853,10,83.7,14.9
2018-02-25 21:00:00,34852,11,82.4,15.6
2018-02-25 22:00:00,34851,12,64.6,19.1
2018-02-25 23:00:00,34910,1,56.0,21.0
2018-02-26 00:00:00,34955,4,70.5,16.7
2018-02-26 01:00:00,34954,5,72.8,16.1
2018-02-26 02:00:00,35005,2,45.1,24.3
2018-02-26 03:00:00,35004,3,39.8,26.3
2018-02-26 04:00:00,35003,4,37.6,27.6
2018-02-26 05:00:00,35002,5,34.9,28.8
2018-02-26 06:00:00,35001,6,35.5,29.6
2018-02-26 07:00:00,35000,7,36.1,29.7
2018-02-26 08:00:00,34999,8,37.3,29.7
2018-02-26 09:00:00,34998,9,40.8,28.6
2018-02-26 10:00:00,34997,10,46.5,26.5
2018-02-26 11:00:00,34996,11,56.4,24.2
2018-02-26 12:00:00,34953,6,75.5,15.5
2018-02-26 13:00:00,34995,12,63.1,22.3
2018-02-26 14:00:00,35054,1,70.7,21.3
2018-02-26 15:00:00,35053,2,75.3,20.3
2018-02-26 16:00:00,35052,3,78.4,19.6
2018-02-26 17:00:00,34952,7,77.0,15.2
2018-02-26 18:00:00,34951,8,79.6,14.7
2018-02-26 19:00:00,34950,9,81.1,14.4
2018-02-26 20:00:00,34949,10,82.3,14.4
2018-02-26 21:00:00,34948,11,80.3,15.4
2018-02-26 22:00:00,34947,12,63.1,19.1
2018-02-26 23:00:00,35006,1,54.1,21.7
2018-02-27 00:00:00,35051,4,83.7,18.6
2018-02-27 01:00:00,35050,5,85.7,18.1
2018-02-27 02:00:00,35101,2,53.3,26.0
2018-02-27 03:00:00,35100,3,46.9,27.5
2018-02-27 04:00:00,35099,4,43.8,28.4
2018-02-27 05:00:00,35098,5,41.7,29.2
2018-02-27 06:00:00,35097,6,43.6,28.8
2018-02-27 07:00:00,35096,7,43.3,29.1
2018-02-27 08:00:00,35095,8,44.3,29.3
2018-02-27 09:00:00,35094,9,47.6,28.4
2018-02-27 10:00:00,35093,10,52.9,26.7
2018-02-27 11:00:00,35092,11,63.1,24.6
2018-02-27 12:00:00,35049,6,87.8,17.6
2018-02-27 13:00:00,35091,12,66.8,23.2
2018-02-27 14:00:00,35150,1,73.8,21.9
2018-02-27 15:00:00,35149,2,77.2,20.9
2018-02-27 16:00:00,35148,3,78.8,20.3
2018-02-27 17:00:00,35048,7,88.5,17.3
2018-02-27 18:00:00,35047,8,89.8,16.9
2018-02-27 19:00:00,35046,9,90.6,16.6
2018-02-27 20:00:00,35045,10,91.8,16.6
2018-02-27 21:00:00,35044,11,88.9,17.6
2018-02-27 22:00:00,35043,12,71.7,21.1
2018-02-27 23:00:00,35102,1,60.2,24.1
2018-02-28 00:00:00,35147,4,83.7,19.4
2018-02-28 01:00:00,35146,5,86.2,18.9
2018-02-28 02:00:00,35197,2,52.1,26.5
2018-02-28 03:00:00,35196,3,47.4,28.1
2018-02-28 04:00:00,35195,4,43.6,29.2
2018-02-28 05:00:00,35194,5,41.6,29.9
2018-02-28 06:00:00,35193,6,40.8,29.9
2018-02-28 07:00:00,35192,7,42.7,29.9
2018-02-28 08:00:00,35191,8,45.2,29.3
2018-02-28 09:00:00,35190,9,49.4,28.4
2018-02-28 10:00:00,35189,10,56.0,26.6
2018-02-28 11:00:00,35188,11,62.2,25.1
2018-02-28 12:00:00,35145,6,88.5,18.4
2018-02-28 13:00:00,35187,12,67.9,24.0
2018-02-28 14:00:00,35246,1,69.5,23.6
2018-02-28 15:00:00,35245,2,75.1,22.4
2018-02-28 16:00:00,35244,3,78.8,21.8
2018-02-28 17:00:00,35144,7,90.0,18.0
2018-02-28 18:00:00,35143,8,91.8,17.5
2018-02-28 19:00:00,35142,9,93.2,17.1
2018-02-28 20:00:00,35141,10,94.4,17.0
2018-02-28 21:00:00,35140,11,90.9,18.1
2018-02-28 22:00:00,35139,12,71.9,21.8
2018-02-28 23:00:00,35198,1,58.2,24.9
2018-03-01 00:00:00,35243,4,80.8,21.4
2018-03-01 01:00:00,35242,5,82.9,21.0
2018-03-01 02:00:00,35233,14,57.4,26.2
2018-03-01 03:00:00,35232,15,51.0,27.8
2018-03-01 04:00:00,35231,16,47.7,28.8
2018-03-01 05:00:00,35230,17,45.7,29.4
2018-03-01 06:00:00,35229,18,44.7,29.7
2018-03-01 07:00:00,35228,19,46.0,29.5
2018-03-01 08:00:00,35227,20,48.0,28.9
2018-03-01 09:00:00,35226,21,51.7,27.9
2018-03-01 10:00:00,35225,22,56.7,26.7
2018-03-01 11:00:00,35224,23,61.5,25.6
2018-03-01 12:00:00,35241,6,84.1,20.8
2018-03-01 13:00:00,35223,24,65.9,24.6
2018-03-01 14:00:00,35222,25,70.9,23.4
2018-03-01 15:00:00,35221,26,73.8,22.7
2018-03-01 16:00:00,35220,27,76.8,22.0
2018-03-01 17:00:00,35240,7,85.6,20.5
2018-03-01 18:00:00,35239,8,86.3,20.3
2018-03-01 19:00:00,35238,9,87.1,20.0
2018-03-01 20:00:00,35237,10,86.7,20.1
2018-03-01 21:00:00,35236,11,84.6,20.7
2018-03-01 22:00:00,35235,12,77.8,22.2
2018-03-01 23:00:00,35234,13,65.8,24.4
2018-03-02 00:00:00,37115,4,57.7,17.9
2018-03-02 01:00:00,37114,5,60.5,17.6
2018-03-02 02:00:00,37165,2,68.6,18.4
2018-03-02 03:00:00,37164,3,67.2,18.7
2018-03-02 04:00:00,37163,4,65.7,19.1
2018-03-02 05:00:00,37162,5,65.0,19.2
2018-03-02 06:00:00,37161,6,68.2,18.2
2018-03-02 07:00:00,37160,7,67.7,18.1
2018-03-02 08:00:00,37159,8,66.8,17.7
2018-03-02 09:00:00,37158,9,67.8,17.2
2018-03-02 10:00:00,37157,10,71.1,16.5
2018-03-02 11:00:00,37156,11,73.0,16.1
2018-03-02 12:00:00,37113,6,62.3,17.4
2018-03-02 13:00:00,37155,12,72.2,16.0
2018-03-02 14:00:00,37214,1,77.0,15.3
2018-03-02 15:00:00,37213,2,78.4,15.0
2018-03-02 16:00:00,37212,3,84.0,14.2
2018-03-02 17:00:00,37112,7,66.0,17.2
2018-03-02 18:00:00,37111,8,68.4,17.1
2018-03-02 19:00:00,37110,9,71.0,17.0
2018-03-02 20:00:00,37109,10,74.3,16.5
2018-03-02 21:00:00,37108,11,76.9,16.2
2018-03-02 22:00:00,37107,12,77.5,16.4
2018-03-02 23:00:00,37166,1,69.4,18.3
2018-03-03 00:00:00,37979,4,88.5,19.0
2018-03-03 01:00:00,37978,5,89.7,18.8
2018-03-03 02:00:00,38029,2,76.9,21.0
2018-03-03 03:00:00,38028,3,71.2,22.1
2018-03-03 04:00:00,38027,4,66.0,23.3
2018-03-03 05:00:00,38026,5,60.9,24.4
2018-03-03 06:00:00,38025,6,58.3,25.1
2018-03-03 07:00:00,38024,7,58.9,25.1
2018-03-03 08:00:00,38023,8,61.4,24.6
2018-03-03 09:00:00,38022,9,66.2,23.7
2018-03-03 10:00:00,38021,10,73.1,22.2
2018-03-03 11:00:00,38020,11,77.7,21.2
2018-03-03 12:00:00,37977,6,90.6,18.6
2018-03-03 13:00:00,38019,12,80.5,20.5
2018-03-03 14:00:00,38078,1,84.2,19.6
2018-03-03 15:00:00,38077,2,86.0,19.2
2018-03-03 16:00:00,38076,3,87.7,18.8
2018-03-03 17:00:00,37976,7,91.1,18.4
2018-03-03 18:00:00,37975,8,91.2,18.3
2018-03-03 19:00:00,37974,9,91.5,18.2
2018-03-03 20:00:00,37973,10,91.1,18.2
2018-03-03 21:00:00,37972,11,89.8,18.2
2018-03-03 22:00:00,37971,12,86.2,18.9
2018-03-03 23:00:00,38030,1,82.5,19.7
2018-03-04 00:00:00,38075,4,88.4,18.5
2018-03-04 01:00:00,38074,5,89.8,18.2
2018-03-04 02:00:00,38125,2,74.4,22.1
2018-03-04 03:00:00,38124,3,67.2,23.7
2018-03-04 04:00:00,38123,4,62.3,25.0
2018-03-04 05:00:00,38122,5,57.7,26.0
2018-03-04 06:00:00,38121,6,54.2,27.0
2018-03-04 07:00:00,38120,7,55.9,26.9
2018-03-04 08:00:00,38119,8,60.1,26.1
2018-03-04 09:00:00,38118,9,66.7,24.9
2018-03-04 10:00:00,38117,10,73.4,23.3
2018-03-04 11:00:00,38116,11,77.8,22.3
2018-03-04 12:00:00,38073,6,90.6,17.8
2018-03-04 13:00:00,38115,12,81.5,21.4
2018-03-04 14:00:00,38174,1,79.9,22.1
2018-03-04 15:00:00,38173,2,81.3,21.7
2018-03-04 16:00:00,38172,3,82.0,21.5
2018-03-04 17:00:00,38072,7,91.3,17.6
2018-03-04 18:00:00,38071,8,91.4,17.5
2018-03-04 19:00:00,38070,9,91.6,17.3
2018-03-04 20:00:00,38069,10,91.4,17.6
2018-03-04 21:00:00,38068,11,90.7,17.9
2018-03-04 22:00:00,38067,12,86.4,19.0
2018-03-04 23:00:00,38126,1,82.1,20.3
2018-03-05 00:00:00,38171,4,87.1,20.5
2018-03-05 01:00:00,38170,5,87.7,20.3
2018-03-05 02:00:00,38221,2,84.3,21.1
2018-03-05 03:00:00,38220,3,80.7,21.8
2018-03-05 04:00:00,38219,4,77.0,22.5
2018-03-05 05:00:00,38218,5,73.5,23.0
2018-03-05 06:00:00,38217,6,74.9,22.6
2018-03-05 07:00:00,38216,7,72.4,22.7
2018-03-05 08:00:00,38215,8,72.4,22.2
2018-03-05 09:00:00,38214,9,74.5,21.5
2018-03-05 10:00:00,38213,10,80.4,20.4
2018-03-05 11:00:00,38212,11,83.7,19.7
2018-03-05 12:00:00,38169,6,88.3,20.2
2018-03-05 13:00:00,38211,12,83.4,19.7
2018-03-05 14:00:00,38270,1,81.3,19.8
2018-03-05 15:00:00,38269,2,82.6,19.5
2018-03-05 16:00:00,38268,3,83.6,19.1
2018-03-05 17:00:00,38168,7,88.4,20.1
2018-03-05 18:00:00,38167,8,88.7,20.0
2018-03-05 19:00:00,38166,9,88.9,20.0
2018-03-05 20:00:00,38165,10,91.4,19.6
2018-03-05 21:00:00,38164,11,93.2,19.2
2018-03-05 22:00:00,38163,12,92.6,19.4
2018-03-05 23:00:00,38222,1,87.0,20.4
2018-03-06 00:00:00,38267,4,87.9,18.3
2018-03-06 01:00:00,38266,5,88.1,18.2
2018-03-06 02:00:00,38317,2,72.8,20.2
2018-03-06 03:00:00,38316,3,69.8,20.9
2018-03-06 04:00:00,38315,4,66.1,21.9
2018-03-06 05:00:00,38314,5,62.7,22.7
2018-03-06 06:00:00,38313,6,64.1,22.3
2018-03-06 07:00:00,38312,7,63.3,22.5
2018-03-06 08:00:00,38311,8,64.1,22.1
2018-03-06 09:00:00,38310,9,67.3,21.5
2018-03-06 10:00:00,38309,10,74.0,20.3
2018-03-06 11:00:00,38308,11,78.0,19.6
2018-03-06 12:00:00,38265,6,88.0,18.2
2018-03-06 13:00:00,38307,12,77.4,19.6
2018-03-06 14:00:00,38366,1,79.5,19.7
2018-03-06 15:00:00,38365,2,80.9,19.3
2018-03-06 16:00:00,38364,3,84.5,18.5
2018-03-06 17:00:00,38264,7,88.2,18.0
2018-03-06 18:00:00,38263,8,88.2,17.9
2018-03-06 19:00:00,38262,9,88.1,17.8
2018-03-06 20:00:00,38261,10,88.4,17.5
2018-03-06 21:00:00,38260,11,88.2,17.3
2018-03-06 22:00:00,38259,12,84.7,17.8
2018-03-06 23:00:00,38318,1,75.4,19.4
2018-03-07 00:00:00,38363,4,85.7,18.2
2018-03-07 01:00:00,38362,5,86.7,18.0
2018-03-07 02:00:00,38413,2,64.8,21.7
2018-03-07 03:00:00,38412,3,59.4,23.0
2018-03-07 04:00:00,38411,4,55.6,24.1
2018-03-07 05:00:00,38410,5,52.0,25.0
2018-03-07 06:00:00,38409,6,52.6,24.7
2018-03-07 07:00:00,38408,7,53.9,24.6
2018-03-07 08:00:00,38407,8,57.0,24.0
2018-03-07 09:00:00,38406,9,62.7,22.9
2018-03-07 10:00:00,38405,10,70.1,21.3
2018-03-07 11:00:00,38404,11,75.1,20.1
2018-03-07 12:00:00,38361,6,87.2,17.8
2018-03-07 13:00:00,38403,12,76.4,19.6
2018-03-07 14:00:00,38462,1,83.2,18.4
2018-03-07 15:00:00,38461,2,85.3,17.9
2018-03-07 16:00:00,38460,3,86.4,17.5
2018-03-07 17:00:00,38360,7,88.2,17.6
2018-03-07 18:00:00,38359,8,88.3,17.3
2018-03-07 19:00:00,38358,9,88.9,17.1
2018-03-07 20:00:00,38357,10,88.9,16.9
2018-03-07 21:00:00,38356,11,88.1,16.8
2018-03-07 22:00:00,38355,12,83.4,17.6
2018-03-07 23:00:00,38414,1,70.3,20.5
2018-03-08 00:00:00,38459,4,87.5,17.2
2018-03-08 01:00:00,38458,5,88.7,16.9
2018-03-08 02:00:00,38509,2,72.4,20.7
2018-03-08 03:00:00,38508,3,68.7,21.7
2018-03-08 04:00:00,38507,4,68.3,22.1
2018-03-08 05:00:00,38506,5,68.0,22.3
2018-03-08 06:00:00,38505,6,72.2,21.6
2018-03-08 07:00:00,38504,7,70.4,22.0
2018-03-08 08:00:00,38503,8,70.9,21.8
2018-03-08 09:00:00,38502,9,73.9,21.2
2018-03-08 10:00:00,38501,10,80.4,20.0
2018-03-08 11:00:00,38500,11,84.0,19.3
2018-03-08 12:00:00,38457,6,89.2,16.8
2018-03-08 13:00:00,38499,12,85.1,19.0
2018-03-08 14:00:00,38558,1,82.4,20.4
2018-03-08 15:00:00,38557,2,83.5,20.2
2018-03-08 16:00:00,38556,3,84.3,20.0
2018-03-08 17:00:00,38456,7,89.9,16.5
2018-03-08 18:00:00,38455,8,89.8,16.4
2018-03-08 19:00:00,38454,9,90.0,16.2
2018-03-08 20:00:00,38453,10,89.2,16.2
2018-03-08 21:00:00,38452,11,87.7,16.4
2018-03-08 22:00:00,38451,12,82.8,17.3
2018-03-08 23:00:00,38510,1,75.7,19.8
2018-03-09 00:00:00,38555,4,87.2,19.4
2018-03-09 01:00:00,38554,5,87.6,19.3
2018-03-09 02:00:00,38605,2,87.9,19.3
2018-03-09 03:00:00,38604,3,84.3,20.0
2018-03-09 04:00:00,38603,4,82.8,20.5
2018-03-09 05:00:00,38602,5,82.2,20.8
2018-03-09 06:00:00,38601,6,83.3,20.8
2018-03-09 07:00:00,38600,7,79.4,21.2
2018-03-09 08:00:00,38599,8,78.2,21.1
2018-03-09 09:00:00,38598,9,79.4,20.6
2018-03-09 10:00:00,38597,10,84.8,19.8
2018-03-09 11:00:00,38596,11,87.2,19.4
2018-03-09 12:00:00,38553,6,87.8,19.3
2018-03-09 13:00:00,38595,12,87.7,19.4
2018-03-09 14:00:00,38654,1,96.9,18.0
2018-03-09 15:00:00,38653,2,96.8,18.1
2018-03-09 16:00:00,38652,3,96.5,18.1
2018-03-09 17:00:00,38552,7,88.1,19.2
2018-03-09 18:00:00,38551,8,88.1,19.2
2018-03-09 19:00:00,38550,9,88.6,19.2
2018-03-09 20:00:00,38549,10,90.2,18.8
2018-03-09 21:00:00,38548,11,91.3,18.4
2018-03-09 22:00:00,38547,12,90.0,18.7
2018-03-09 23:00:00,38606,1,90.4,18.8
2018-03-10 00:00:00,38651,4,90.7,19.1
2018-03-10 01:00:00,38650,5,91.0,19.1
2018-03-10 02:00:00,38701,2,85.4,19.4
2018-03-10 03:00:00,38700,3,82.9,19.8
2018-03-10 04:00:00,38699,4,79.9,20.6
2018-03-10 05:00:00,38698,5,77.6,21.2
2018-03-10 06:00:00,38697,6,79.5,21.0
2018-03-10 07:00:00,38696,7,75.9,21.6
2018-03-10 08:00:00,38695,8,74.8,21.6
2018-03-10 09:00:00,38694,9,75.9,21.2
2018-03-10 10:00:00,38693,10,81.5,20.3
2018-03-10 11:00:00,38692,11,84.3,19.8
2018-03-10 12:00:00,38649,6,91.2,19.1
2018-03-10 13:00:00,38691,12,84.8,19.7
2018-03-10 14:00:00,38750,1,93.6,18.2
2018-03-10 15:00:00,38749,2,93.6,18.2
2018-03-10 16:00:00,38748,3,93.2,18.2
2018-03-10 17:00:00,38648,7,91.3,19.0
2018-03-10 18:00:00,38647,8,91.0,18.9
2018-03-10 19:00:00,38646,9,91.3,18.9
2018-03-10 20:00:00,38645,10,92.2,18.5
2018-03-10 21:00:00,38644,11,92.6,18.1
2018-03-10 22:00:00,38643,12,92.2,18.0
2018-03-10 23:00:00,38702,1,86.7,19.2
2018-03-11 00:00:00,38747,4,89.5,18.8
2018-03-11 01:00:00,38746,5,90.2,18.6
2018-03-11 02:00:00,38797,2,81.3,20.8
2018-03-11 03:00:00,38796,3,77.2,21.8
2018-03-11 04:00:00,38795,4,73.6,22.8
2018-03-11 05:00:00,38794,5,70.3,23.5
2018-03-11 06:00:00,38793,6,69.6,23.7
2018-03-11 07:00:00,38792,7,68.6,23.5
2018-03-11 08:00:00,38791,8,70.3,22.7
2018-03-11 09:00:00,38790,9,74.0,21.4
2018-03-11 10:00:00,38789,10,79.7,20.1
2018-03-11 11:00:00,38788,11,82.7,19.3
2018-03-11 12:00:00,38745,6,90.6,18.5
2018-03-11 13:00:00,38787,12,83.5,18.8
2018-03-11 14:00:00,38846,1,80.6,18.5
2018-03-11 15:00:00,38845,2,81.3,18.1
2018-03-11 16:00:00,38844,3,83.5,17.5
2018-03-11 17:00:00,38744,7,90.9,18.4
2018-03-11 18:00:00,38743,8,90.7,18.3
2018-03-11 19:00:00,38742,9,91.1,18.2
2018-03-11 20:00:00,38741,10,91.6,18.1
2018-03-11 21:00:00,38740,11,91.5,18.0
2018-03-11 22:00:00,38739,12,88.7,18.6
2018-03-11 23:00:00,38798,1,85.0,19.7
2018-03-12 00:00:00,38843,4,84.0,17.2
2018-03-12 01:00:00,38842,5,84.5,16.9
2018-03-12 02:00:00,38893,2,68.0,17.8
2018-03-12 03:00:00,38892,3,63.9,19.0
2018-03-12 04:00:00,38891,4,60.8,20.0
2018-03-12 05:00:00,38890,5,58.3,20.7
2018-03-12 06:00:00,38889,6,58.8,20.5
2018-03-12 07:00:00,38888,7,58.7,20.6
2018-03-12 08:00:00,38887,8,59.9,20.1
2018-03-12 09:00:00,38886,9,63.5,19.4
2018-03-12 10:00:00,38885,10,70.8,18.1
2018-03-12 11:00:00,38884,11,75.4,17.2
2018-03-12 12:00:00,38841,6,84.2,16.7
2018-03-12 13:00:00,38883,12,76.2,17.0
2018-03-12 14:00:00,38942,1,84.5,15.9
2018-03-12 15:00:00,38941,2,85.2,15.7
2018-03-12 16:00:00,38940,3,85.8,15.5
2018-03-12 17:00:00,38840,7,84.7,16.4
2018-03-12 18:00:00,38839,8,84.3,16.2
2018-03-12 19:00:00,38838,9,84.0,16.0
2018-03-12 20:00:00,38837,10,85.7,15.4
2018-03-12 21:00:00,38836,11,86.7,14.9
2018-03-12 22:00:00,38835,12,84.2,15.3
2018-03-12 23:00:00,38894,1,72.2,16.6
2018-03-13 00:00:00,37211,4,84.0,14.2
2018-03-13 01:00:00,37210,5,85.0,14.3
2018-03-13 02:00:00,37261,2,88.5,15.3
2018-03-13 03:00:00,37260,3,84.8,16.2
2018-03-13 04:00:00,37259,4,82.7,16.9
2018-03-13 05:00:00,37258,5,81.6,17.2
2018-03-13 06:00:00,37257,6,79.3,17.8
2018-03-13 07:00:00,37256,7,78.5,18.0
2018-03-13 08:00:00,37255,8,77.9,18.0
2018-03-13 09:00:00,37254,9,79.0,17.8
2018-03-13 10:00:00,37253,10,83.7,17.2
2018-03-13 11:00:00,37252,11,87.2,16.9
2018-03-13 12:00:00,37209,6,84.5,14.4
2018-03-13 13:00:00,37251,12,83.6,17.7
2018-03-13 14:00:00,37310,1,93.8,15.8
2018-03-13 15:00:00,37309,2,93.0,16.0
2018-03-13 16:00:00,37308,3,93.4,16.0
2018-03-13 17:00:00,37208,7,86.7,14.4
2018-03-13 18:00:00,37207,8,87.0,14.4
2018-03-13 19:00:00,37206,9,87.5,14.5
2018-03-13 20:00:00,37205,10,90.6,14.1
2018-03-13 21:00:00,37204,11,92.6,14.0
2018-03-13 22:00:00,37203,12,90.3,14.6
2018-03-13 23:00:00,37262,1,92.0,14.4
2018-03-14 00:00:00,38939,4,79.8,16.7
2018-03-14 01:00:00,38938,5,81.1,16.5
2018-03-14 02:00:00,38989,2,73.3,18.3
2018-03-14 03:00:00,38988,3,70.1,19.2
2018-03-14 04:00:00,38987,4,67.1,20.2
2018-03-14 05:00:00,38986,5,64.8,20.9
2018-03-14 06:00:00,38985,6,64.8,21.0
2018-03-14 07:00:00,38984,7,64.0,21.3
2018-03-14 08:00:00,38983,8,65.0,21.1
2018-03-14 09:00:00,38982,9,68.1,20.5
2018-03-14 10:00:00,38981,10,74.1,19.6
2018-03-14 11:00:00,38980,11,77.4,19.1
2018-03-14 12:00:00,38937,6,81.7,16.5
2018-03-14 13:00:00,38979,12,79.1,18.8
2018-03-14 14:00:00,39038,1,91.5,16.7
2018-03-14 15:00:00,39037,2,92.7,16.4
2018-03-14 16:00:00,39036,3,93.7,16.1
2018-03-14 17:00:00,38936,7,83.4,16.3
2018-03-14 18:00:00,38935,8,83.9,16.1
2018-03-14 19:00:00,38934,9,84.7,16.0
2018-03-14 20:00:00,38933,10,87.7,15.4
2018-03-14 21:00:00,38932,11,89.7,15.1
2018-03-14 22:00:00,38931,12,86.6,15.8
2018-03-14 23:00:00,38990,1,76.4,17.4
2018-03-15 00:00:00,39035,4,88.3,17.0
2018-03-15 01:00:00,39034,5,89.4,16.7
2018-03-15 02:00:00,39025,14,79.3,19.8
2018-03-15 03:00:00,39024,15,76.0,20.8
2018-03-15 04:00:00,39023,16,74.8,21.2
2018-03-15 05:00:00,39022,17,73.9,21.3
2018-03-15 06:00:00,39021,18,75.4,21.1
2018-03-15 07:00:00,39020,19,74.0,20.8
2018-03-15 08:00:00,39019,20,74.9,20.0
2018-03-15 09:00:00,39018,21,77.1,19.0
2018-03-15 10:00:00,39017,22,82.5,17.8
2018-03-15 11:00:00,39016,23,84.9,17.0
2018-03-15 12:00:00,39033,6,90.0,16.5
2018-03-15 13:00:00,39015,24,86.8,16.4
2018-03-15 14:00:00,39086,1,81.3,15.6
2018-03-15 15:00:00,39085,2,83.1,15.0
2018-03-15 16:00:00,39084,3,84.5,14.5
2018-03-15 17:00:00,39032,7,90.2,16.4
2018-03-15 18:00:00,39031,8,89.5,16.3
2018-03-15 19:00:00,39030,9,89.2,16.2
2018-03-15 20:00:00,39029,10,90.1,16.4
2018-03-15 21:00:00,39028,11,90.6,16.7
2018-03-15 22:00:00,39027,12,87.2,17.8
2018-03-15 23:00:00,39026,13,82.9,18.9
2018-03-16 00:00:00,39083,4,82.1,14.7
2018-03-16 01:00:00,39082,5,83.2,14.3
2018-03-16 02:00:00,39325,2,63.1,17.1
2018-03-16 03:00:00,39324,3,58.6,18.4
2018-03-16 04:00:00,39323,4,54.6,19.8
2018-03-16 05:00:00,39322,5,51.0,20.9
2018-03-16 06:00:00,39321,6,50.7,20.9
2018-03-16 07:00:00,39320,7,50.6,20.9
2018-03-16 08:00:00,39319,8,52.2,20.2
2018-03-16 09:00:00,39318,9,56.3,19.2
2018-03-16 10:00:00,39317,10,63.3,17.6
2018-03-16 11:00:00,39316,11,67.5,16.4
2018-03-16 12:00:00,39081,6,83.3,14.1
2018-03-16 13:00:00,39315,12,70.0,15.8
2018-03-16 14:00:00,39314,1,73.8,15.4
2018-03-16 15:00:00,39312,2,74.9,14.9
2018-03-16 16:00:00,39310,3,72.4,15.2
2018-03-16 17:00:00,39080,7,84.8,13.8
2018-03-16 18:00:00,39079,8,84.8,13.6
2018-03-16 19:00:00,39078,9,84.7,13.4
2018-03-16 20:00:00,39077,10,85.2,13.1
2018-03-16 21:00:00,39076,11,84.6,12.9
2018-03-16 22:00:00,39075,12,79.1,14.0
2018-03-16 23:00:00,39326,1,67.7,15.8
2018-03-17 00:00:00,39308,4,74.4,14.8
2018-03-17 01:00:00,39306,5,76.8,14.4
2018-03-17 02:00:00,39287,2,61.8,17.8
2018-03-17 03:00:00,39284,3,56.5,19.3
2018-03-17 04:00:00,39281,4,53.1,20.2
2018-03-17 05:00:00,39278,5,49.9,20.9
2018-03-17 06:00:00,39275,6,49.4,20.7
2018-03-17 07:00:00,39272,7,50.2,20.8
2018-03-17 08:00:00,39269,8,52.6,20.2
2018-03-17 09:00:00,39266,9,57.8,19.3
2018-03-17 10:00:00,39263,10,65.5,17.5
2018-03-17 11:00:00,39260,11,70.6,16.2
2018-03-17 12:00:00,39304,6,78.4,14.1
2018-03-17 13:00:00,39257,12,73.3,15.4
2018-03-17 14:00:00,39254,1,79.2,14.1
2018-03-17 15:00:00,39250,2,82.3,13.6
2018-03-17 16:00:00,39246,3,84.4,13.1
2018-03-17 17:00:00,39302,7,80.5,13.6
2018-03-17 18:00:00,39300,8,81.6,13.2
2018-03-17 19:00:00,39298,9,82.2,12.9
2018-03-17 20:00:00,39296,10,81.4,12.8
2018-03-17 21:00:00,39294,11,80.0,13.0
2018-03-17 22:00:00,39292,12,75.9,13.7
2018-03-17 23:00:00,39290,1,67.7,16.4
2018-03-18 00:00:00,39242,4,85.7,12.8
2018-03-18 01:00:00,39238,5,87.7,12.4
2018-03-18 02:00:00,39202,2,63.1,18.0
2018-03-18 03:00:00,39198,3,57.4,19.9
2018-03-18 04:00:00,39194,4,53.3,21.2
2018-03-18 05:00:00,39190,5,49.6,22.2
2018-03-18 06:00:00,39186,6,47.9,22.6
2018-03-18 07:00:00,39182,7,49.4,22.5
2018-03-18 08:00:00,39178,8,52.7,21.8
2018-03-18 09:00:00,39174,9,58.5,20.7
2018-03-18 10:00:00,39170,10,64.9,19.4
2018-03-18 11:00:00,39166,11,68.6,18.4
2018-03-18 12:00:00,39234,6,88.9,12.1
2018-03-18 13:00:00,39162,12,71.8,17.6
2018-03-18 14:00:00,39374,1,75.7,16.4
2018-03-18 15:00:00,39373,2,78.7,15.8
2018-03-18 16:00:00,39372,3,82.9,14.9
2018-03-18 17:00:00,39230,7,90.5,11.7
2018-03-18 18:00:00,39226,8,90.9,11.4
